From,Till,Installation id,Sensor id,Location,DAQI,PM10 [ug/m3],PM10 [% of WHO guideline],PM2.5 [ug/m3],PM2.5 [% of WHO guideline],PM1 [ug/m3],NO2 [ug/m3],NO2 [% of WHO guideline],NO [ug/m3],O3 [ug/m3],O3 [% of WHO guideline],CO [ug/m3],CO [% of WHO guideline],SO2 [ug/m3],SO2 [% of WHO guideline],H2S [ug/m3],Temperature [°C],Wind speed [km/h],Wind bearing,Pressure [hPa],Humidity [%]
2024-10-22T15:00:00+01:00,2024-10-22T16:00:00+01:00,118908,14901,Tooting High Street 11-19,3.65,42.48,94.4,31.41,209.38,,,,,,,,,,,,17.92,15.46,244,1028.59,72.55
2024-10-22T16:00:00+01:00,2024-10-22T17:00:00+01:00,118908,14901,Tooting High Street 11-19,3.09,33.17,73.71,24.62,164.14,,,,,,,,,,,,17.52,13.14,244.71,1028.9,73.91
2024-10-22T17:00:00+01:00,2024-10-22T18:00:00+01:00,118908,14901,Tooting High Street 11-19,2.97,30.55,67.88,23.17,154.48,,,,,,,,,,,,16.8,10.51,237.68,1029.2,77.12
2024-10-22T18:00:00+01:00,2024-10-22T19:00:00+01:00,118908,14901,Tooting High Street 11-19,3.28,36.57,81.27,26.96,179.74,,,,,,,,,,,,15.6,8.28,225.64,1029.83,81.83
2024-10-22T19:00:00+01:00,2024-10-22T20:00:00+01:00,118908,14901,Tooting High Street 11-19,3.36,38.11,84.7,27.86,185.76,,,,,,,,,,,,14.63,7.12,218.79,1030.6,86.1
2024-10-22T20:00:00+01:00,2024-10-22T21:00:00+01:00,118908,14901,Tooting High Street 11-19,3.45,40.19,89.3,29.01,193.4,,,,,,,,,,,,13.82,6.43,215.87,1031.18,89.83
2024-10-22T21:00:00+01:00,2024-10-22T22:00:00+01:00,118908,14901,Tooting High Street 11-19,3.48,40.44,89.87,29.36,195.7,,,,,,,,,,,,13.33,6.19,214,1031.46,92.06
2024-10-22T22:00:00+01:00,2024-10-22T23:00:00+01:00,118908,14901,Tooting High Street 11-19,3.17,34.73,77.19,25.54,170.28,,,,,,,,,,,,13.06,6.17,212,1031.47,93.41
2024-10-22T23:00:00+01:00,2024-10-23T00:00:00+01:00,118908,14901,Tooting High Street 11-19,2.43,23.98,53.28,16.48,109.9,,,,,,,,,,,,12.49,6.06,210.27,1031.86,95.18
2024-10-23T00:00:00+01:00,2024-10-23T01:00:00+01:00,118908,14901,Tooting High Street 11-19,2.04,17.28,38.41,9.51,63.41,,,,,,,,,,,,11.8,5.91,206.04,1032.09,97.62
2024-10-23T01:00:00+01:00,2024-10-23T02:00:00+01:00,118908,14901,Tooting High Street 11-19,1.87,14.37,31.94,6.82,45.44,,,,,,,,,,,,11.31,5.89,199.47,1032.08,98.5
2024-10-23T02:00:00+01:00,2024-10-23T03:00:00+01:00,118908,14901,Tooting High Street 11-19,1.78,13,28.88,5.72,38.16,,,,,,,,,,,,11.23,5.96,198.79,1032.25,98.69
2024-10-23T03:00:00+01:00,2024-10-23T04:00:00+01:00,118908,14901,Tooting High Street 11-19,1.8,13.31,29.57,5.77,38.46,,,,,,,,,,,,11.24,6.03,207,1032.26,99.25
2024-10-23T04:00:00+01:00,2024-10-23T05:00:00+01:00,118908,14901,Tooting High Street 11-19,1.78,12.98,28.83,5.72,38.11,,,,,,,,,,,,11.35,5.83,207,1031.99,99.25
2024-10-23T05:00:00+01:00,2024-10-23T06:00:00+01:00,118908,14901,Tooting High Street 11-19,1.89,14.77,32.81,7.39,49.27,,,,,,,,,,,,11.37,5.42,206,1032.19,98.88
2024-10-23T06:00:00+01:00,2024-10-23T07:00:00+01:00,118908,14901,Tooting High Street 11-19,1.95,15.73,34.97,8.08,53.88,,,,,,,,,,,,11.31,5.52,197,1032.29,98.22
2024-10-23T07:00:00+01:00,2024-10-23T08:00:00+01:00,118908,14901,Tooting High Street 11-19,2.15,19.2,42.66,11.62,77.48,,,,,,,,,,,,11.62,5.42,187,1032.39,96.79
2024-10-23T08:00:00+01:00,2024-10-23T09:00:00+01:00,118908,14901,Tooting High Street 11-19,2.82,29.69,65.97,21.42,142.83,,,,,,,,,,,,11.96,5.54,187,1032.59,96.31
2024-10-23T09:00:00+01:00,2024-10-23T10:00:00+01:00,118908,14901,Tooting High Street 11-19,2.79,28.84,64.09,21.09,140.59,,,,,,,,,,,,13.19,6.18,193.32,1032.86,93.39
2024-10-23T10:00:00+01:00,2024-10-23T11:00:00+01:00,118908,14901,Tooting High Street 11-19,2.72,27.47,61.04,20.17,134.44,,,,,,,,,,,,14.6,8.01,202.57,1032.83,90
2024-10-23T11:00:00+01:00,2024-10-23T12:00:00+01:00,118908,14901,Tooting High Street 11-19,3.33,37.13,82.51,27.54,183.62,,,,,,,,,,,,16.01,10.37,208.24,1032.53,86.34
2024-10-23T12:00:00+01:00,2024-10-23T13:00:00+01:00,118908,14901,Tooting High Street 11-19,5.75,56.91,126.48,46.06,307.05,,,,,,,,,,,,17.13,12.21,208.79,1032.29,82.16
2024-10-23T13:00:00+01:00,2024-10-23T14:00:00+01:00,118908,14901,Tooting High Street 11-19,12.85,94.04,208.97,87.65,584.33,,,,,,,,,,,,17.88,13.11,208,1031.86,78.87
2024-10-23T14:00:00+01:00,2024-10-23T15:00:00+01:00,118908,14901,Tooting High Street 11-19,29.55,188.52,418.92,187.81,1252.08,,,,,,,,,,,,18.05,12.87,206.56,1031.22,75.63
2024-10-23T15:00:00+01:00,2024-10-23T16:00:00+01:00,118908,14901,Tooting High Street 11-19,5.64,54.51,121.14,45.39,302.59,,,,,,,,,,,,18.43,12.15,203.03,1030.4,73.62
2024-10-23T16:00:00+01:00,2024-10-23T17:00:00+01:00,118908,14901,Tooting High Street 11-19,3.83,41.42,92.03,33.5,223.31,,,,,,,,,,,,18.22,11.56,196.64,1029.92,73.13
2024-10-23T17:00:00+01:00,2024-10-23T18:00:00+01:00,118908,14901,Tooting High Street 11-19,8.25,68.56,152.36,60.04,400.24,,,,,,,,,,,,17.42,10.55,186.65,1029.64,74.77
2024-10-23T18:00:00+01:00,2024-10-23T19:00:00+01:00,118908,14901,Tooting High Street 11-19,14.42,103.2,229.33,97.06,647.07,,,,,,,,,,,,15.94,9.38,174.06,1029.51,79.26
2024-10-23T19:00:00+01:00,2024-10-23T20:00:00+01:00,118908,14901,Tooting High Street 11-19,6.11,60.81,135.14,48.17,321.14,,,,,,,,,,,,14.72,8.53,164.95,1029.42,83.3
2024-10-23T20:00:00+01:00,2024-10-23T21:00:00+01:00,118908,14901,Tooting High Street 11-19,14.27,103.58,230.19,96.18,641.19,,,,,,,,,,,,13.84,7.82,153.97,1029.14,85.96
2024-10-23T21:00:00+01:00,2024-10-23T22:00:00+01:00,118908,14901,Tooting High Street 11-19,14.35,103.82,230.71,96.63,644.17,,,,,,,,,,,,13.14,7.93,146,1028.66,87.27
2024-10-23T22:00:00+01:00,2024-10-23T23:00:00+01:00,118908,14901,Tooting High Street 11-19,7.84,67.47,149.93,57.74,384.92,,,,,,,,,,,,12.5,8.73,140,1028.22,89.53
2024-10-23T23:00:00+01:00,2024-10-24T00:00:00+01:00,118908,14901,Tooting High Street 11-19,2.94,31.04,68.99,22.88,152.51,,,,,,,,,,,,12.24,8.88,138,1027.43,90.67
2024-10-24T00:00:00+01:00,2024-10-24T01:00:00+01:00,118908,14901,Tooting High Street 11-19,2.23,20.48,45.5,13.4,89.33,,,,,,,,,,,,12.35,9.84,139.85,1026.67,90.16
2024-10-24T01:00:00+01:00,2024-10-24T02:00:00+01:00,118908,14901,Tooting High Street 11-19,1.96,15.99,35.53,9.06,60.4,,,,,,,,,,,,11.88,10.66,143.38,1026.06,90.38
2024-10-24T02:00:00+01:00,2024-10-24T03:00:00+01:00,118908,14901,Tooting High Street 11-19,1.8,13.34,29.64,6.23,41.51,,,,,,,,,,,,11.55,10.8,144.83,1025.48,90.88
2024-10-24T03:00:00+01:00,2024-10-24T04:00:00+01:00,118908,14901,Tooting High Street 11-19,1.74,12.26,27.25,5.22,34.8,,,,,,,,,,,,11.27,10.27,143.35,1024.49,91.64
2024-10-24T04:00:00+01:00,2024-10-24T05:00:00+01:00,118908,14901,Tooting High Street 11-19,1.73,12.1,26.89,5.03,33.52,,,,,,,,,,,,10.98,10.23,140.75,1023.54,92.44
2024-10-24T05:00:00+01:00,2024-10-24T06:00:00+01:00,118908,14901,Tooting High Street 11-19,1.73,12.19,27.08,5.07,33.78,,,,,,,,,,,,10.74,10.42,137.74,1022.85,92.57
2024-10-24T06:00:00+01:00,2024-10-24T07:00:00+01:00,118908,14901,Tooting High Street 11-19,1.75,12.44,27.65,5.52,36.83,,,,,,,,,,,,10.56,10.79,135.49,1022.23,92.68
2024-10-24T07:00:00+01:00,2024-10-24T08:00:00+01:00,118908,14901,Tooting High Street 11-19,1.9,14.94,33.21,7.84,52.25,,,,,,,,,,,,10.5,10.89,135,1022.02,92.49
2024-10-24T08:00:00+01:00,2024-10-24T09:00:00+01:00,118908,14901,Tooting High Street 11-19,1.95,15.72,34.92,8.53,56.86,,,,,,,,,,,,10.7,11.15,135,1021.73,91.85
2024-10-24T09:00:00+01:00,2024-10-24T10:00:00+01:00,118908,14901,Tooting High Street 11-19,2.06,17.63,39.17,10.53,70.22,,,,,,,,,,,,11.64,12.17,137.31,1021.31,90.4
2024-10-24T10:00:00+01:00,2024-10-24T11:00:00+01:00,118908,14901,Tooting High Street 11-19,1.98,16.33,36.29,9.15,61.02,,,,,,,,,,,,13.32,13.13,140.05,1020.84,87.3
2024-10-24T11:00:00+01:00,2024-10-24T12:00:00+01:00,118908,14901,Tooting High Street 11-19,2.71,28.72,63.82,20.06,133.72,,,,,,,,,,,,15.08,14.77,147.02,1020.08,83.15
2024-10-24T12:00:00+01:00,2024-10-24T13:00:00+01:00,118908,14901,Tooting High Street 11-19,6.33,57.14,126.97,49.5,330.03,,,,,,,,,,,,17.06,16.54,154.14,1019.11,77.96
2024-10-24T13:00:00+01:00,2024-10-24T14:00:00+01:00,118908,14901,Tooting High Street 11-19,14.52,102.34,227.43,97.65,650.99,,,,,,,,,,,,18.12,17.03,156.83,1018.04,74.84
2024-10-24T14:00:00+01:00,2024-10-24T15:00:00+01:00,118908,14901,Tooting High Street 11-19,9.88,76.43,169.85,69.82,465.45,,,,,,,,,,,,18.92,17.09,156.08,1017.05,71.25
2024-10-24T15:00:00+01:00,2024-10-24T16:00:00+01:00,118908,14901,Tooting High Street 11-19,3.54,39.32,87.37,30.1,200.67,,,,,,,,,,,,19.04,16.76,157.07,1016.25,69.9
2024-10-24T16:00:00+01:00,2024-10-24T17:00:00+01:00,118908,14901,Tooting High Street 11-19,3.76,43.7,97.12,32.66,217.74,,,,,,,,,,,,18.8,14.66,158,1015.9,70.8
2024-10-24T17:00:00+01:00,2024-10-24T18:00:00+01:00,118908,14901,Tooting High Street 11-19,2.64,26.73,59.41,19.24,128.23,,,,,,,,,,,,17.78,12.55,153,1015.86,73.85
2024-10-24T18:00:00+01:00,2024-10-24T19:00:00+01:00,118908,14901,Tooting High Street 11-19,5.17,54.36,120.8,42.57,283.81,,,,,,,,,,,,16.61,11.65,145,1015.88,79.4
2024-10-24T19:00:00+01:00,2024-10-24T20:00:00+01:00,118908,14901,Tooting High Street 11-19,15.98,113.67,252.59,106.44,709.57,,,,,,,,,,,,15.9,11.42,137.68,1015.76,82.48
2024-10-24T20:00:00+01:00,2024-10-24T21:00:00+01:00,118908,14901,Tooting High Street 11-19,17.38,124.17,275.94,114.84,765.57,,,,,,,,,,,,15.33,10.72,134.27,1015.18,84.9
2024-10-24T21:00:00+01:00,2024-10-24T22:00:00+01:00,118908,14901,Tooting High Street 11-19,16.14,116.08,257.96,107.35,715.7,,,,,,,,,,,,15.02,10.1,131.53,1014.77,87.41
2024-10-24T22:00:00+01:00,2024-10-24T23:00:00+01:00,118908,14901,Tooting High Street 11-19,10.75,85.14,189.19,75.02,500.15,,,,,,,,,,,,14.74,9.76,133.49,1014.57,89.11
2024-10-24T23:00:00+01:00,2024-10-25T00:00:00+01:00,118908,14901,Tooting High Street 11-19,3.61,41.48,92.19,30.9,206.01,,,,,,,,,,,,14.32,8.77,134.82,1014.16,91.17
2024-10-25T00:00:00+01:00,2024-10-25T01:00:00+01:00,118908,14901,Tooting High Street 11-19,2.8,27.88,61.96,21.21,141.42,,,,,,,,,,,,14.31,8.39,138.72,1013.58,91.73
2024-10-25T01:00:00+01:00,2024-10-25T02:00:00+01:00,118908,14901,Tooting High Street 11-19,2.49,24.09,53.54,17.39,115.92,,,,,,,,,,,,14.4,8.35,141.5,1013.17,92.01
2024-10-25T02:00:00+01:00,2024-10-25T03:00:00+01:00,118908,14901,Tooting High Street 11-19,2.52,24.49,54.43,17.81,118.77,,,,,,,,,,,,14.53,8.25,143.49,1012.98,91.82
2024-10-25T03:00:00+01:00,2024-10-25T04:00:00+01:00,118908,14901,Tooting High Street 11-19,2.41,23.11,51.36,16.46,109.71,,,,,,,,,,,,14.47,8.08,142.02,1012.57,91.93
2024-10-25T04:00:00+01:00,2024-10-25T05:00:00+01:00,118908,14901,Tooting High Street 11-19,2.31,21.92,48.71,15.24,101.61,,,,,,,,,,,,14.47,7.82,134.4,1012.45,92.31
2024-10-25T05:00:00+01:00,2024-10-25T06:00:00+01:00,118908,14901,Tooting High Street 11-19,2.42,23.47,52.16,16.56,110.4,,,,,,,,,,,,14.54,8.11,126.18,1012.16,92.05
2024-10-25T06:00:00+01:00,2024-10-25T07:00:00+01:00,118908,14901,Tooting High Street 11-19,2.56,24.94,55.42,18.3,121.97,,,,,,,,,,,,14.52,8.52,121.82,1012.03,92.51
2024-10-25T07:00:00+01:00,2024-10-25T08:00:00+01:00,118908,14901,Tooting High Street 11-19,2.43,23.54,52.3,16.71,111.39,,,,,,,,,,,,14.79,9.15,123.71,1012.14,92.8
2024-10-25T08:00:00+01:00,2024-10-25T09:00:00+01:00,118908,14901,Tooting High Street 11-19,2.37,22.63,50.28,15.94,106.27,,,,,,,,,,,,15.37,10.23,128.3,1012.52,92.01
2024-10-25T09:00:00+01:00,2024-10-25T10:00:00+01:00,118908,14901,Tooting High Street 11-19,2.64,26.1,58,19.19,127.91,,,,,,,,,,,,16.08,10.98,130.35,1012.91,91.12
2024-10-25T10:00:00+01:00,2024-10-25T11:00:00+01:00,118908,14901,Tooting High Street 11-19,3.13,33.51,74.47,25.17,167.77,,,,,,,,,,,,16.91,12.32,135.51,1013.18,88.85
2024-10-25T11:00:00+01:00,2024-10-25T12:00:00+01:00,118908,14901,Tooting High Street 11-19,3.6,40.77,90.61,30.74,204.95,,,,,,,,,,,,17.8,14.1,146.08,1013.35,85.51
2024-10-25T12:00:00+01:00,2024-10-25T13:00:00+01:00,118908,14901,Tooting High Street 11-19,11.27,86.65,192.56,78.18,521.18,,,,,,,,,,,,18.25,14.29,152.93,1013.43,83.66
2024-10-25T13:00:00+01:00,2024-10-25T14:00:00+01:00,118908,14901,Tooting High Street 11-19,33.26,211.61,470.24,210.12,1400.79,,,,,,,,,,,,18.62,13.27,158,1013.29,82.48
2024-10-25T14:00:00+01:00,2024-10-25T15:00:00+01:00,118908,14901,Tooting High Street 11-19,47.3,291.04,646.76,294.32,1962.16,,,,,,,,,,,,18.9,14.17,167,1013.01,82.19
2024-10-25T15:00:00+01:00,2024-10-25T16:00:00+01:00,118908,14901,Tooting High Street 11-19,21.9,144.46,321.02,141.94,946.29,,,,,,,,,,,,18.65,12.56,180.03,1013.29,82.61
2024-10-25T16:00:00+01:00,2024-10-25T17:00:00+01:00,118908,14901,Tooting High Street 11-19,10.96,84.15,186.99,76.31,508.75,,,,,,,,,,,,18.03,11.82,198.76,1014.24,83.25
2024-10-25T17:00:00+01:00,2024-10-25T18:00:00+01:00,118908,14901,Tooting High Street 11-19,9.2,73.42,163.16,65.73,438.17,,,,,,,,,,,,17.43,10.06,209.07,1014.76,83.94
2024-10-25T18:00:00+01:00,2024-10-25T19:00:00+01:00,118908,14901,Tooting High Street 11-19,11.25,83.49,185.54,78.05,520.31,,,,,,,,,,,,16.9,7.98,205.35,1015.49,85.09
2024-10-25T19:00:00+01:00,2024-10-25T20:00:00+01:00,118908,14901,Tooting High Street 11-19,21.96,145.35,322.99,142.27,948.49,,,,,,,,,,,,15.91,6.4,198.51,1016.13,87.56
2024-10-25T20:00:00+01:00,2024-10-25T21:00:00+01:00,118908,14901,Tooting High Street 11-19,31.78,203.62,452.48,201.21,1341.4,,,,,,,,,,,,14.98,5.46,193.73,1016.41,90.34
2024-10-25T21:00:00+01:00,2024-10-25T22:00:00+01:00,118908,14901,Tooting High Street 11-19,26.47,175.16,389.25,169.32,1128.83,,,,,,,,,,,,14.51,4.67,185.54,1016.71,93.1
2024-10-25T22:00:00+01:00,2024-10-25T23:00:00+01:00,118908,14901,Tooting High Street 11-19,15.5,111.98,248.84,103.52,690.1,,,,,,,,,,,,13.94,4.29,178.13,1017.1,94.44
2024-10-25T23:00:00+01:00,2024-10-26T00:00:00+01:00,118908,14901,Tooting High Street 11-19,9.08,75.01,166.69,65.02,433.49,,,,,,,,,,,,13.35,4.26,171.89,1017.27,95.19
2024-10-26T00:00:00+01:00,2024-10-26T01:00:00+01:00,118908,14901,Tooting High Street 11-19,3.64,42.02,93.37,31.25,208.3,,,,,,,,,,,,13.21,4.29,169,1017.28,95.25
2024-10-26T01:00:00+01:00,2024-10-26T02:00:00+01:00,118908,14901,Tooting High Street 11-19,2.32,22.1,49.1,14.9,99.35,,,,,,,,,,,,12.64,4.78,151.07,1017.19,95.71
2024-10-26T02:00:00+01:00,2024-10-26T03:00:00+01:00,118908,14901,Tooting High Street 11-19,2.11,18.37,40.82,11.09,73.91,,,,,,,,,,,,12,5.1,145.48,1017.22,95.76
2024-10-26T03:00:00+01:00,2024-10-26T04:00:00+01:00,118908,14901,Tooting High Street 11-19,2,16.54,36.75,9.38,62.55,,,,,,,,,,,,11.51,5.02,139.06,1016.76,95.71
2024-10-26T04:00:00+01:00,2024-10-26T05:00:00+01:00,118908,14901,Tooting High Street 11-19,1.91,15.08,33.52,7.86,52.38,,,,,,,,,,,,11.32,4.84,130.27,1016.64,96.3
2024-10-26T05:00:00+01:00,2024-10-26T06:00:00+01:00,118908,14901,Tooting High Street 11-19,1.83,13.82,30.7,6.63,44.23,,,,,,,,,,,,11.28,4.43,117.58,1016.47,96.86
2024-10-26T06:00:00+01:00,2024-10-26T07:00:00+01:00,118908,14901,Tooting High Street 11-19,1.75,12.49,27.75,5.18,34.52,,,,,,,,,,,,11.3,4.07,102.6,1016.27,97.42
2024-10-26T07:00:00+01:00,2024-10-26T08:00:00+01:00,118908,14901,Tooting High Street 11-19,1.84,13.94,30.98,6.68,44.55,,,,,,,,,,,,11.43,3.83,90.08,1016.48,98.23
2024-10-26T08:00:00+01:00,2024-10-26T09:00:00+01:00,118908,14901,Tooting High Street 11-19,2.26,21.08,46.85,13.65,91.01,,,,,,,,,,,,11.64,3.56,86.3,1016.57,97.55
2024-10-26T09:00:00+01:00,2024-10-26T10:00:00+01:00,118908,14901,Tooting High Street 11-19,3.03,32.95,73.21,23.95,159.66,,,,,,,,,,,,12.32,3.69,82.07,1016.7,96.44
2024-10-26T10:00:00+01:00,2024-10-26T11:00:00+01:00,118908,14901,Tooting High Street 11-19,3.63,42.25,93.89,31.12,207.49,,,,,,,,,,,,13.35,3.47,71,1016.6,93.84
2024-10-26T11:00:00+01:00,2024-10-26T12:00:00+01:00,118908,14901,Tooting High Street 11-19,4.68,52.52,116.71,39.61,264.05,,,,,,,,,,,,14.11,3.68,78,1016.28,92.09
2024-10-26T12:00:00+01:00,2024-10-26T13:00:00+01:00,118908,14901,Tooting High Street 11-19,13.57,99.03,220.07,91.95,613.02,,,,,,,,,,,,15.24,3.73,88,1015.64,91.11
2024-10-26T13:00:00+01:00,2024-10-26T14:00:00+01:00,118908,14901,Tooting High Street 11-19,31.55,203.07,451.26,199.84,1332.25,,,,,,,,,,,,15.86,3.69,104,1015.3,89.13
2024-10-26T14:00:00+01:00,2024-10-26T15:00:00+01:00,118908,14901,Tooting High Street 11-19,19.34,132.45,294.34,126.55,843.69,,,,,,,,,,,,16.9,3.21,177,1015.18,84.72
2024-10-26T15:00:00+01:00,2024-10-26T16:00:00+01:00,118908,14901,Tooting High Street 11-19,17.05,119.64,265.86,112.83,752.21,,,,,,,,,,,,16.77,3.08,271.07,1015.22,84.37
2024-10-26T16:00:00+01:00,2024-10-26T17:00:00+01:00,118908,14901,Tooting High Street 11-19,17.42,119.38,265.28,115.05,767.01,,,,,,,,,,,,17.03,3.27,272.35,1014.99,83.02
2024-10-26T17:00:00+01:00,2024-10-26T18:00:00+01:00,118908,14901,Tooting High Street 11-19,15.91,111.22,247.16,106,706.65,,,,,,,,,,,,16.49,2.55,254.57,1014.96,85.14
2024-10-26T18:00:00+01:00,2024-10-26T19:00:00+01:00,118908,14901,Tooting High Street 11-19,20.53,138.94,308.75,133.7,891.34,,,,,,,,,,,,15.88,2.52,244.7,1015.13,88.39
2024-10-26T19:00:00+01:00,2024-10-26T20:00:00+01:00,118908,14901,Tooting High Street 11-19,19.4,132.67,294.83,126.96,846.37,,,,,,,,,,,,15.26,3.13,269.64,1015.42,90.96
2024-10-26T20:00:00+01:00,2024-10-26T21:00:00+01:00,118908,14901,Tooting High Street 11-19,22.43,151.58,336.85,145.13,967.54,,,,,,,,,,,,14.99,3.7,271.7,1016.12,92.66
2024-10-26T21:00:00+01:00,2024-10-26T22:00:00+01:00,118908,14901,Tooting High Street 11-19,22.4,153.23,340.51,144.9,966.02,,,,,,,,,,,,14.51,4.68,261.45,1016.31,94
2024-10-26T22:00:00+01:00,2024-10-26T23:00:00+01:00,118908,14901,Tooting High Street 11-19,12.46,93.8,208.45,85.32,568.78,,,,,,,,,,,,13.92,5.23,260.62,1016.34,94
2024-10-26T23:00:00+01:00,2024-10-27T00:00:00+01:00,118908,14901,Tooting High Street 11-19,7.54,66.22,147.15,56.2,374.69,,,,,,,,,,,,13.36,6.42,275,1016.49,94
2024-10-27T00:00:00+01:00,2024-10-27T01:00:00+01:00,118908,14901,Tooting High Street 11-19,4.06,48.32,107.39,35.89,239.24,,,,,,,,,,,,12.86,6.18,270.86,1016.83,94.63
2024-10-27T01:00:00+01:00,2024-10-27T01:00:00Z,118908,14901,Tooting High Street 11-19,3.4,38.1,84.66,28.34,188.92,,,,,,,,,,,,12.39,6.41,262.76,1017.24,94.75
2024-10-27T01:00:00Z,2024-10-27T02:00:00Z,118908,14901,Tooting High Street 11-19,2.71,27.13,60.29,20.02,133.49,,,,,,,,,,,,11.72,6.68,258,1017.66,94.4
2024-10-27T02:00:00Z,2024-10-27T03:00:00Z,118908,14901,Tooting High Street 11-19,2.36,22.73,50.51,15.59,103.95,,,,,,,,,,,,11.04,6.57,257.19,1018.03,93.67
2024-10-27T03:00:00Z,2024-10-27T04:00:00Z,118908,14901,Tooting High Street 11-19,2.14,18.95,42.11,11.93,79.51,,,,,,,,,,,,10.35,6.27,257.93,1018.29,93.25
2024-10-27T04:00:00Z,2024-10-27T05:00:00Z,118908,14901,Tooting High Street 11-19,1.99,16.41,36.46,9.32,62.16,,,,,,,,,,,,9.66,6.03,264.97,1018.97,93.7
2024-10-27T05:00:00Z,2024-10-27T06:00:00Z,118908,14901,Tooting High Street 11-19,1.91,15.07,33.49,7.75,51.7,,,,,,,,,,,,9.45,5.97,275.34,1019.84,94.51
2024-10-27T06:00:00Z,2024-10-27T07:00:00Z,118908,14901,Tooting High Street 11-19,1.8,13.31,29.58,6.02,40.11,,,,,,,,,,,,9.6,5.92,289.23,1020.74,94.34
2024-10-27T07:00:00Z,2024-10-27T08:00:00Z,118908,14901,Tooting High Street 11-19,1.8,13.31,29.58,6.07,40.46,,,,,,,,,,,,9.68,5.85,304.53,1021.53,92.75
2024-10-27T08:00:00Z,2024-10-27T09:00:00Z,118908,14901,Tooting High Street 11-19,2.49,24.9,55.33,16.41,109.37,,,,,,,,,,,,10.37,5.83,320.84,1022.4,92.33
2024-10-27T09:00:00Z,2024-10-27T10:00:00Z,118908,14901,Tooting High Street 11-19,2.76,28.52,63.37,20.68,137.87,,,,,,,,,,,,11.97,5.31,338.69,1022.84,87.82
2024-10-27T10:00:00Z,2024-10-27T11:00:00Z,118908,14901,Tooting High Street 11-19,2.67,27.11,60.24,19.63,130.88,,,,,,,,,,,,13.66,5.5,357,1023.12,80.93
